Frequency,Expression,Reading,Meaning,MeaningCount,Exclude1,Exclude2,GenerateKR2JP,GenerateJP2KR,Image,IMM_Sentence,IMM_Image,IMM_Audio,IMM_SourceMedia
1826,把握,,"1. 파악. 2. 확실하게 이해함. 3. 손으로 잡아 쥠, 장악.",,,,,,,,,,
1828,九,,"1. 구, 아홉. (=ここのつ, く) 2. 구, 아홉. (=九, 九つ) 3. (→きゅう[九])",,,,,,,,,,
1830,笑い声,,1. 웃음소리.,,,,,,,,,,
1831,音がする,,1. 소리가 나다. 2. 軍事 patter 3. 소리.,,,,,,,,,,
1833,冬,,"1. 겨울. 2. 겨울이 되다, 입동이 되다. 3. 삼동.",,,,,,,,,,
1836,勇気,,"1. 용기. 2. 용기 만만(滿滿), 아주 용기가 있음. 3. 용기를 내다.",,,,,,,,,,
1838,仕方がない,,"1. 어쩔 수 없다 2. 할 수 없다. (=仕方無い) 3. …할 수단·방법이 없다, …하는 수밖에 없다.",,,,,,,,,,
1839,表現,,1. 표현. 2. 表現 ひょうげん . 3. 표현력.,,,,,,,,,,
1840,テレビ,,"1. ‘テレビジョン(television)’의 준말, 텔레비전, 티브이(TV). 2. 텔레비전탑. 3. 텔레비전 회의",,,,,,,,,,
1842,記録,,"1. 기록. 2. 후일에 남길 목적으로 사실을 적는 것; 또, 그 글. 3. (운동 경기 등의) 성적, 결과((특히 최고 수치를 가리킴)), (사물의 상태‧결과 등을) 수치로 나타낸 것. (=レコード)",,,,,,,,,,
1846,宣言,,"1. 선언; 의견이나 방침을 외부에 표명하는 것; 또, 그 내용. 2. 宣言 せんげん . 3. 선언문.",,,,,,,,,,
1847,体力,,"1. 체력. (↔精神力) 2. 체력 승부[싸움], 체력전. 3. 체력으로 다투는 것; 또, 체력으로 우열이 가려지는 것.",,,,,,,,,,
1848,絶望,,1. 절망. (↔希望) 2. 절망시. 3. 절망감.,,,,,,,,,,
1852,ご飯,,1. ‘めし(=밥)·食事(=식사)’의 공손한 말씨. 2. 점심밥. (=ひるめし) 3. 御飯 参照。,,,,,,,,,,
1853,秒,,1. 국제단위계(SI)의 기본 단위: 초. 2. 시간의 단위. 3. 각도·경도·위도의 단위.,,,,,,,,,,
1858,平和,,"1. 평화, 싸움이나 근심 걱정이 없이 평온한 모양. 2. 平和 へいわ . 3. 평화주의.",,,,,,,,,,
1859,百,,"1. 백, 100. 2. 다수, 많은 것. 3. 100세, 백 살.",,,,,,,,,,
1860,金,,"1. 금속; 특히, 쇠; 또, 쇠로 만든 물건. 2. 금전, 돈. (=お金) 3. 쇳돌.",,,,,,,,,,
1863,数日,,"1. 수일, 2·3일에서 5·6일 정도의 일수. 2. 수일 중에. 3. 며칠 전",,,,,,,,,,
1864,骨,,"1. 뼈, 가시. (↔身) 2. 전체를 받치는 것. 3. 곤란한 모양, 몹시 힘든 것[모양].",,,,,,,,,,
1866,決意,,"1. 결의, 결심. 2. 決意 けつい . 3. 굳은 결의.",,,,,,,,,,
1868,言い訳,,"1. 변명, 핑계. (=弁解, 弁明) 2. 말의 의미를 구분하여 사용하는 것. 3. 사물의 줄거리를 설명하는 것. (=解説)",,,,,,,,,,
1870,観察,,"1. 관찰, 사물이나 현상을 자세히 살펴보는 것. 2. 관찰안. 3. 관찰력.",,,,,,,,,,
1872,袋,,"1. 주머니, 봉지, 자루. 2. 과일을 싸고 있는 껍질. 3. 무엇을 담을 수 있는 체내 기관.",,,,,,,,,,
1873,違和感,,"1. 위화감, (주위와) 조화되지 않는 느낌. (→違和) 2. 医学・薬学・生命科学 dysphoria 3. 위화; 몸의 조화가 흐트러짐; 전하여, 다른 사물과 조화되지 아니함.",,,,,,,,,,
1876,氷,,"1. 얼음. 2. 차가운 것이나 예리한 것의 비유. 3. 氷水의 준말, 빙수.",,,,,,,,,,
1877,北,,"1. 북. 2. 북쪽, 북녘. (↔南) 3. 북쪽 지방[나라].",,,,,,,,,,
1879,しょうがない,,"1. 달리 방법이 없다, 어쩔 도리가 없다, …해서 견딜 수가 없다. 2. 감당할 수 없다, 기가 찰 정도로 심하다, 처치 곤란하다. 3. 시시하다, 보잘것없다.",,,,,,,,,,
1881,端,,"1. 끝, 선단(先端). 2. 시초, 처음. (=初め, 起こり) 3. 가장자리. (=へり, ふち)",,,,,,,,,,
1883,布,,"1. 직물의 총칭, 천. (=布地) 2. 건축 (명사 앞에 와서) ‘수평·가로·평행’의 뜻을 나타내는 말. 3. 윤기 나는 천.",,,,,,,,,,
1886,土,,"1. 땅. 2. 흙, 토양. 3. (地) 대지, 육지.",,,,,,,,,,
1889,下手,,"1. (솜씨가) 서투름, 서투른 사람. (↔上手) 2. 어중간함, 어설픔. 3. 아래쪽(의 물건이나 장소), 바람이 불어 가는 쪽, (강의) 하류.",,,,,,,,,,
1890,永遠,,"1. 영원(함). 2. 永遠 えいえん , 永久 えいきゅう , とこしえ, 久遠 くおん , 千代 ちよ [아어(雅語)], とわ[아어(雅語)]. 3. 영원성.",,,,,,,,,,
1891,評価,,1. 평가. 2. 가치·값을 매김. 3. 가치를 인정함.,,,,,,,,,,
1892,景色,,"1. 경치, 풍경, 풍광. (=風景) 2. (→景色) 3. 景色 けしき . (=경치(景致))",,,,,,,,,,
1893,いくらでも,,"1. 얼마. 2. 어느 정도(양·값을 한정하지 않고 쓰는 말). 3. 얼마나, 얼만큼.",,,,,,,,,,
1894,びっくり,,"1. 깜짝 놀람. 2. 깜짝[도깨비] 상자((뚜껑을 열면 무엇이 튀어나와 깜짝 놀라게하는 (장난감) 상자)). 3. 깜짝[기겁을 하게, 소스라치게] 놀람; 기절초풍.",,,,,,,,,,
1897,美人,,"1. 미인, 얼굴‧모습이 아름다운 여성. (=佳人, 麗人) 2. 옛 중국에서, 재덕을 갖춘 군주. 3. 美人 びじん , 美女 びじょ , 麗人 れいじん , 別嬪 べっぴん [속어], 弁天 べんてん . (=미희)",,,,,,,,,,
1898,地獄,,"1. 지옥. 2. 불교 육도(六道)의 하나, 악업(悪業)을 지은 자가 사후에 고통받는다고 하는 곳. (=奈落), (↔極楽) 3. 기독교 죄를 짓고 죽은 사람이 구원을 받지 못하고 영원한 고통을 받는다는 곳. (↔天国)",,,,,,,,,,
1900,今に,,"1. 이제 곧, 머지않아, 언젠가 (꼭). (=そのうち, いつか) 2. (흔히 뒤에 부정의 말이 옴) 아직도, 여전히, 지금도. 3. 아직껏, 현재까지도.",,,,,,,,,,
1901,この先,,"1. 앞(으로). 2. 이 앞, 앞으로 나아갈 방향. 3. 금후, 이후. (=今後)",,,,,,,,,,
1903,翌日,,"1. 익일, 이튿날, 다음 날. (=あくる日) 2. 翌日 よくじつ . (=이튿날) 3. [경제] 익일물, 대출한 다음 날 결제되는 초단기 융자.",,,,,,,,,,
1904,小,,"1. 소. 2. 작음, 잚, 짧음. 3. 작음·적음의 뜻.",,,,,,,,,,
1906,動物,,1. 동물 (↔植物) 2. 생물 動物 どうぶつ . 3. 동물원.,,,,,,,,,,
1908,隙間,,"1. 틈, 빈틈. 2. 벌어져서 사이가 난 자리. 3. 겨를, 짬.",,,,,,,,,,
1909,油断,,"1. 방심, 부주의. 2. 방심은 대적. 3. 방심은 사고[재앙]의 근원.",,,,,,,,,,
1911,線,,1. 선. 2. 가늘고 긴 것. 3. 광선·방사선.,,,,,,,,,,
1912,申し訳ありません,,"1. 죄송합니다, 죄송해요, 면목이 없습니다. 2. 불편을 드려 죄송합니다. 3. 변명, 해명. (=申し開き, 言い訳, 弁解)",,,,,,,,,,
1917,氏,,1. 씨. 2. …씨. 3. 성에 붙이는 존칭.,,,,,,,,,,
1920,靴,,"1. 신, 신발, 구두. 2. ぐつ【靴】 3. (→かっかそうよう)",,,,,,,,,,
1922,主人,,"1. 주인. 2. 가장(家長), 일가의 가구주. 3. 고용주; 업체의 임자; 또, 섬기는 사람.",,,,,,,,,,
1923,目標,,"1. 목표. (=目当て, ねらい) 2. 목적 달성을 위한 대상, 목적으로 삼은 곳. 3. (사격 등의) 과녁, 표적.",,,,,,,,,,
1925,やり方,,"1. 하는 방식[태도], 처사, 짓. 2. 보내다. 3. 다니게 하다. (=行かせる)",,,,,,,,,,
1927,教師,,"1. 교사. (=先生, 教員) 2. 종교적 지도자, 선교사, 포교사. 3. 가정 교사.",,,,,,,,,,
1928,他にも,,"1. 다름, 딴 것, 딴 일. (=ほか) 2. 다른 사람, 남. 3. 다른 곳. (=よそ)",,,,,,,,,,
1929,青,,"1. 파란색, 파랑, 청색, 초록((청색 계통 색깔의 총칭)). 2. ‘青毛(=청가라말)’의 준말. 3. 명사나 형용사 붙어 ‘미숙한’‘젊은’ 등의 뜻을 나타냄.",,,,,,,,,,
1932,騒ぎ,,"1. 소동, 소란, 혼잡. 2. (‘…どころの騒ぎ'의 꼴로, 뒤에 부정어(否定語)가 따름) 그런[대수롭지 않은] 정도; 이만저만한 정도. 3. 시끄러움, 떠들썩함.",,,,,,,,,,
1933,おかげ,,"1. (신불의) 가호(加護), 은총. 2. 덕택, 덕분, 은혜. 3. 탓, 때문.",,,,,,,,,,
1934,派手,,"1. 화려한 모양, (모습·형태·색채 등이) 화려해서 눈길을 끄는 것. 2. 속어 사람 눈을 끌 정도로 심하게 무엇을 하는 모양. 3. 화려하다, 요란하다. (→派手)",,,,,,,,,,
1938,本日,,"1. 본일, 금일, 오늘. (=きょう) 2. 本日 ほんじつ , 今日 きょう , この 日 ひ . 3. 오늘은 빈방 없음.",,,,,,,,,,
1939,実力,,"1. 실력. 2. 실제 갖추고 있는 역량. 3. 강제력, 무력.",,,,,,,,,,
1941,次第,,"1. 순서. 2. (‘次第に’ ‘次第次第に’의 꼴로 부사적으로) 차차로, 점점, 차츰차츰. 3. (명사나 동사 연용형(連用形)에 붙어서)",,,,,,,,,,
1942,雲,,1. 구름. 2. 매우 높은 곳이나 높은 지위의 비유. 3. 일대에 깔리거나 뻗쳐 있는 것.,,,,,,,,,,
1943,たびに,,1. 길을 떠나다. 2. 여행길을 떠나다. 3. 여행으로 지치다.,,,,,,,,,,
1948,役目,,"1. 임무, 책임, 직무, 직분, 구실, 역할. 2. (副詞적) 직무상. 3. 직분(職分).",,,,,,,,,,
1949,今でも,,"1. 지금[현재]도. 2. 지금, 이제, 현재. 3. 현대, 오늘날.",,,,,,,,,,
1950,自慢,,"1. 자랑. 2. 自慢 じまん . 3. 못난 놈일수록 잘난 체한다, 바보의 자기 자랑.",,,,,,,,,,
1951,駅,,"1. 역, 정거장. (=ステーション) 2. 역참. (=うまや) 3. (옛날의) 역참. (=宿場)",,,,,,,,,,
1952,要求,,"1. 요구, (필요하거나 당연한 것을) 상대에게 강하게 청하는 것. 2. 要求 ようきゅう , 求 もと め, 求 もと めること. 3. 요구서.",,,,,,,,,,
1953,高校,,"1. ‘高等学校(=고등학교)’의 준말, 고교. 2. 高校 こうこう . [본딧말]고등학교 3. 고등학교 졸업.",,,,,,,,,,
1954,手を出す,,"1. 손대다. 2. 새로이 일을 시작하다, 적극적으로 그 일에 관여하다. 3. 때리다, 폭력을 휘두르다.",,,,,,,,,,
1957,範囲,,1. 범위. 2. 광범위. 3. 수비 범위.,,,,,,,,,,
1958,戦,,1. …전. 2. 전쟁. 3. 시합.,,,,,,,,,,
1961,顔色,,"1. 안색, 얼굴빛, 표정. 2. 안색. (=かおいろ) 3. (완전히 압도되어) 무색하다, 파랗게 질리다.",,,,,,,,,,
1963,音楽,,1. 음악. (=ミュージック) 2. (歌舞伎에서) 인물의 등장이나 퇴장에 쓰는 囃子(=흥을 돋우기 위해 피리·북·징 등으로 반주하는 음악). 3. 음악가.,,,,,,,,,,
1964,仮に,,"1. 만일, 만약, 설사, 가령. (=もし(も)) 2. 임시로, 잠정적으로, 시험 삼아서. (=こころみに) 3. 만약 비가 오면.",,,,,,,,,,
1965,映画,,"1. 영화. (=キネマ, シネマ, ムービー) 2. 3D영화 3. 입체 영화. 입체사진의 원리를 영화에 응용한 것((레저광을 이용해서 입체감을 낸 것도 있음)).",,,,,,,,,,
1966,鉄,,"1. 철, 쇠. 2. 금속; 특히, 쇠; 또, 쇠로 만든 물건. 3. 금전, 돈. (=お金)",,,,,,,,,,
1967,今朝,,"1. 오늘 아침. 2. 오늘 아침. (=けさ), (↔昨朝, 明朝) 3. 今朝 こんちょう , けさ.",,,,,,,,,,
1968,自分から,,"1. 자기, 자신, 스스로. 2. 나, 저. 3. 자(서)전. (=自伝)",,,,,,,,,,
1971,環境,,"1. 환경. 2. 자연적·물리적 조건, 생활하는 주위의 상태. 3. [컴퓨터] 동작 중인 컴퓨터의 상태.",,,,,,,,,,
1972,主張,,"1. 주장, 지론. 2. 主張 しゅちょう . 3. 主宰 しゅさい .",,,,,,,,,,
1974,力,,"1. 힘. 2. 근육의 힘, 체력. 3. (운동을) 일으키거나 바꾸거나 멈추는 작용.",,,,,,,,,,
1977,正解,,"1. 정해; 바르게 해답[해석]함; 또, 그 해답[해석]. 2. 속어 (그렇게 해 놓아) 결과적으로 좋았다고 생각함. 3. 正解 せいかい .",,,,,,,,,,
1980,宿,,"1. 사는 집. (=すみか) 2. 묵을 곳, 숙소, 여관. (=宿屋) 3. 숙박.",,,,,,,,,,
1981,慎重,,1. 신중(함). (↔軽率) 2. 신중파. 3. 신중을 기하다.,,,,,,,,,,
1983,表,,"1. 표면. 2. 거죽, 겉. (↔裏) 3. (사람 눈에) 보이는 곳. (↔裏)",,,,,,,,,,
1984,大勢,,"1. 많은 사람, 여럿. (=多勢, 多人数), (↔小勢) 2. 대세. 3. 노인어 많은 사람, 인원수가 많음. (=おおぜい), (↔小勢)",,,,,,,,,,
1987,心から,,"1. 마음으로부터, 진심으로. (=しんから) 2. 진정[진심]으로, 충심으로((‘心から’의 한문투의 말)). 3. 마음; 또, 느낌; 기분.",,,,,,,,,,
1992,終了,,"1. 종료. (↔開始) 2. 終了 しゅうりょう , 結了 けつりょう , 納 おさ め. 3. 경기 종료.",,,,,,,,,,
1993,昼,,"1. 낮. (=ひるま), (↔夜) 2. (본디 午로도) 정오; 한낮; 또, 그 전후 시간. 3. 점심. (=昼飯)",,,,,,,,,,
1994,台,,"1. 물건을 얹거나 사람이 올라가 적당한 높이를 유지하는 것. 2. 산 따위의 평평한 곳, 대지(臺地). 3. …대(臺).",,,,,,,,,,
1997,出発,,"1. 출발. 2. 목적지를 향해 떠남. 3. 일을 시작함; 또, 그 시작.",,,,,,,,,,
1998,機能,,"1. 기능. 2. 機能 きのう , ( 物 もの の) 働 はたら き, 作用 さよう . 3. 기능적.",,,,,,,,,,
2000,南,,"1. 남, 남쪽, 남부. 2. 남풍, 마파람. 3. 남쪽(의), 남….",,,,,,,,,,
2001,管理,,"1. 관리. 2. 기준에서 벗어나지 않게 통제하는 것, 설비 등을 보존·유지하는 것. 3. 법률 (그 성질을 변경하지 않는 범위에서) 재산의 보존·이용·개량을 목적으로 하는 행위.",,,,,,,,,,
2002,性,,"1. 성질, 성격, 본성. 2. 남녀·자웅의 구별, 섹스. 3. 언어학 인도 유럽어에서, 관사·명사·대명사 등에 있는 남성·여성·중성의 구별. (=ゼンダー)",,,,,,,,,,
2005,草,,1. 풀. 2. 풀의 총칭. 3. 본격적인 것이 아닌 것.,,,,,,,,,,
2006,卒業,,1. 졸업. 2. (학생이) 교과 과정을 마침. (↔入学) 3. 어떤 정도나 단계를 지남.,,,,,,,,,,
2007,契約,,1. 계약. 2. 契約 けいやく . 3. 계약서.,,,,,,,,,,
2008,基本的,,1. 기본적. 2. 기본적 인권. 3. 수학 기본점(基本點),,,,,,,,,,
2010,作品,,"1. 작품. 2. 作品 さくひん . 3. (ひゆ 的 てき に) 作 つく り 事 ごと , 芝居 しばい .",,,,,,,,,,
2013,夕方,,"1. 저녁때, 해 질 녘. (=夕刻, 夕暮れ) 2. 저녁때가 되다. 3. 석양에 돌아오다.",,,,,,,,,,
2014,爪,,"1. 손톱, 발톱. 2. ‘琴爪(=거문고 탈 때의 가조각(假爪角))'의 준말. 3. 물건을 걸어서 고정시키는 갈고랑이.",,,,,,,,,,
2015,確保,,1. 확보. 2. 確保 かくほ . 3. 재원 확보.,,,,,,,,,,
2016,生き物,,"1. 살아 있는 것; 생물; 특히, 동물. (=生物) 2. 생명체처럼 작용하는 것. 3. [동물] 불결한 동물.",,,,,,,,,,
2017,現状,,1. 현상. 2. 현상 타파. 3. 현상 유지.,,,,,,,,,,
2019,糸,,"1. 실. 2. 실 모양의 것, 줄. 3. 거문고·三味線 등의 줄[현], (변하여) 거문고·三味線(을 타는 사람).",,,,,,,,,,
2020,時々,,"1. 드라마 도쿄 타워; 2007, FujiTV 2. 情報処理 intermittent disconnection 3. 情報処理 line hit",,,,,,,,,,
2022,足元,,"1. 발밑; 또, 그 언저리. 2. 신변, 바로 곁, 눈앞. 3. 지반, 기반.",,,,,,,,,,
2023,せいか,,1. 성과. 2. 생가. 3. 태어난 집.,,,,,,,,,,
2024,枚,,"1. …매, …장(종이·널 따위 얇고 평평한 것을 세는 말). 2. 논을 세는 말: 자리. 3. 하무.",,,,,,,,,,
2026,緑,,"1. 녹색, 초록(빛). 2. 녹색의 초목, 신록, 자연. 3. 아어(雅語)·방언 나무의 새싹.",,,,,,,,,,
2028,感動,,"1. 감동. 2. 感動 かんどう . 3. 문법 감동사, 감탄사. (=感嘆詞, 間投詞)",,,,,,,,,,
2029,社会,,"1. 사회. 2. ‘社会科(=사회과)'의 준말. 3. 사회 과학. (↔自然科学, 人文科学)",,,,,,,,,,
2030,字,,"1. 자, 글자, 문자. 2. 한자(漢字). 3. 글씨, 필적.",,,,,,,,,,
2033,トイレ,,"1. ‘トイレット·トイレットルーム’의 준말, 화장실. [어원]toilet (room). 2. 휴대용 변기, (재해 시나 자동차 안 등에서) 배설물을 위생적으로 처리하기 위한 소형 장치•용기. (=携帯簡易トイレ, ポータブルトイレ) 3. 양식 변소.",,,,,,,,,,
2040,買い物,,"1. 물건을 삼, 산[살] 물건, 쇼핑. 2. 사서 이득이 된[될] 물건. 3. 일상생활에 필요한 자질구레한 물품의 구매.",,,,,,,,,,
2043,不幸,,"1. 불행, 행복하지 않음. (=不幸せ, 不運), (↔幸福) 2. 초상, 가족·친척의 죽음. 3. 不幸 ふこう , 不幸 ふしあわ せ.",,,,,,,,,,
2044,虫,,"1. 벌레. 2. 사람·포유류·조류·어패류 이외의 작은 동물의 총칭; 특히, 곤충. 3. 기생충; 특히, 회충.",,,,,,,,,,
2046,橋,,"1. 다리. 2. 교량. (=橋梁) 3. 중개, 매개.",,,,,,,,,,
2049,具合,,"1. (일의) 형편, 상태. 2. 몸 상태, 건강 상태. 3. (이러이러한) 식, 방식.",,,,,,,,,,
2053,教育,,"1. 교육. 2. 속어 교양, 학력. 3. 에이브이 교육",,,,,,,,,,
2054,舞台,,1. 무대. 2. 연극·무용·음악 등의 공연을 위해 마련한 장소. 3. 무대에서 공연하는 연기나 연주.,,,,,,,,,,
2055,生,,"1. 가공하지 않음, 자연[본래] 그대로임. 2. 불충분함, 불완전함. 3. (명사에 붙어서)",,,,,,,,,,
2057,ものである,,"1. 가치 있는 물건. 2. 관계에 있는 사람, 공무원. 3. 모든 사물에는 정도[한도]가 있는 법((극단을 경계한 말)).",,,,,,,,,,
2058,機械,,1. 기계. 2. 동력을 써서 움직이거나 일을 하는 장치. 3. (정밀하게 작동하는) 실험∙측정∙운동 경기 등에 사용하는 장치나 도구. (→器械),,,,,,,,,,
2061,徐々に,,1. 軍事 drain 2. 서서히,,,,,,,,,,
2062,田,,"1. 논. (=たんぼ) 2. (→밭1) 3. 논을 갈다, 경작하다.",,,,,,,,,,
2063,最低,,"1. 최저, 최하. 2. 인품·성질 등이 형편없음. 3. 最低 さいてい . (↔최고)",,,,,,,,,,
2064,施設,,"1. 시설, 설비. 2. ‘児童福祉施設(=아동 복지 시설)·老人福祉施設(=노인 복지 시설)·養護施設(=양호 시설)’ 등의 준말. 3. 施設 しせつ .",,,,,,,,,,
2065,発表,,1. 발표. 2. 미발표. 3. 전산학 발표 언어(發表言語),,,,,,,,,,
2066,恋愛,,"1. 연애. (=ラブ, 恋) 2. 휴대폰의 닭살 (돋는) 멘트, 손으로 직접 쓴 것 같은 서체로 사랑의 문장을 그린 휴대폰 화면(주로 여중고생을 중심으로 인기를 얻고 있음). 3. 연애 놀이.",,,,,,,,,,
2067,三つ,,1. 셋. 2. 세 살. 3. 셋.,,,,,,,,,,
2068,品,,"1. 물건. 2. 물품, 상품. 3. 품질.",,,,,,,,,,
2069,法,,"1. 법. 2. 법률, 규칙. 3. …법.",,,,,,,,,,
2070,集団,,"1. 집단. (→だんたい) 2. 모집단, 통계 추출의 모체가 되는 집단. 3. 집단혼((본디 난혼(亂婚))).",,,,,,,,,,
2071,脳,,"1. 뇌, 뇌수. (=脳髄) 2. 머리, (판단력·기억력 등의) 두뇌 작용. (=頭脳) 3. 수뇌, 조직이나 단체의 중심에 서서 지도적인 역할을 하는 사람.",,,,,,,,,,
2073,夫婦,,"1. 부부. (=夫妻, めおと, つれあい, みょうと) 2. 아어(雅語) 부부. (=みょうと) 3. 두 개 또는 대소(大小)로 한 쌍이 되는 것.",,,,,,,,,,
2075,顔を出す,,1. 얼굴을 내밀다. 2. 얼굴. 3. 낯.,,,,,,,,,,
2076,千,,"1. 천; 또, 수많음의 비유. 2. 아어(雅語) 천. (=せん) 3. 千 せん .",,,,,,,,,,
2079,指摘,,"1. 지적. 2. 指摘 してき , 指目 しもく . 3. 명토 박아 말하다.",,,,,,,,,,
2080,隅,,"1. (둘러싸인 구역의) 모퉁이, 귀퉁이. 2. 구석, 중앙이 아닌 곳. (=すみっこ) 3. 隅の折敷의 준말, 네 귀퉁이를 자른 나무 쟁반.",,,,,,,,,,
2081,圧倒的,,1. 압도적. 2. 압도적인 인기. 3. 압도적으로 세다.,,,,,,,,,,
2084,具体的,,1. 구체적. (↔抽象的) 2. 구체적으로 이야기하다. 3. 체육학 구상적 조작기,,,,,,,,,,
2085,監視,,"1. 감시. 2. 監視 かんし , 見張 みは り. 3. 감시망.",,,,,,,,,,
2086,喜び,,"1. 기쁨. (↔悲しみ) 2. ((慶び)) 경사; 경사스럽게 여기는 마음; 또, 그 축사. 3. 축하함; 또, 그 말.",,,,,,,,,,
2088,声を出す,,1. 새된[높고 날카로운] 목소리를 지르다. 2. 소리. 3. 목소리.,,,,,,,,,,
2089,派,,1. 파. 2. 派 は . 3. そのような 性格 せいかく · 傾向 けいこう をもった 人 ひと の 意 い .,,,,,,,,,,
2091,男女,,"1. 남녀. (=なんにょ) 2. 남녀((예스러운 말씨)). (=だんじょ) 3. 남자이면서 여자와 같은, 여자이면서 남자와 같은 성징(性徵)·성질을 가진 사람.",,,,,,,,,,
2092,仲,,"1. (사람과 사람의) 사이, 관계. (=間柄) 2. 친한 사람들을 갈라놓다. 3. 물건과 물건 사이, 중간.",,,,,,,,,,
2093,最中,,"1. [후식] 모나카 2. (동작이나 상태가) 한창인 때, 한중간, 한창 진행되고 있는 도중. (=さなか, まっさかり) 3. 한창 …인 때((약간 문어적인 말씨)). (=(まっ)さいちゅう)",,,,,,,,,,
2094,交渉,,"1. 교섭, 협상. 2. 관계, 상관, 관련. 3. 내교섭, 사전 교섭, 예비 교섭. (=下交渉)",,,,,,,,,,
2095,内部,,1. 내부. (↔外部) 2. 내부 조직. 3. 내부의 벽.,,,,,,,,,,
2096,時に,,"1. 때때로, 때로, 가끔, 어쩌다, 어떤 때는. 2. 그때, 때마침. 3. 그런데, 자, 그건 그렇고((화제를 바꾸는 데 씀)). (=ところで, さて)",,,,,,,,,,
2097,実家,,"1. 실가. 2. 생가(生家), 자신이 태어난 집, 부모의 집. 3. 친정, 양자(養子)의 생가.",,,,,,,,,,
2098,波,,"1. 파도, 물결. 2. 물결같이 움직이는 것, 물결. 3. 물리 파동, 진동(振動)이 차츰 퍼져 가는 현상, 매질(媒質) 속을 진동이 전달되어 가는 현상.",,,,,,,,,,
2099,説得,,"1. 설득, 상대가 납득하도록 깨우쳐 말하는 것. (=説伏) 2. 설득력. 3. 医学・薬学・生命科学 persuasion therapy",,,,,,,,,,
2100,会場,,"1. 회장, 회합·행사·집회 등을 여는 곳.. 2. 연회장. 3. 전람회장.",,,,,,,,,,
2102,結論,,"1. 결론. 2. 최종적으로 판단을 내림; 또, 그 내용. 3. 논리 전제가 되는 명제에서 도출된 판단, 귀결.",,,,,,,,,,
2103,被害,,1. 피해. (↔加害) 2. 被害 ひがい . 3. 피해자. (↔加害者),,,,,,,,,,
2106,間もない,,1. (…한 지) 얼마 안 되다. 2. 잠잘 사이[틈]도 없다. 3. 쉴 새도 없다.,,,,,,,,,,
2107,とっくに,,"1. 훨씬 전에, 벌써, 진작에. 2. 진작에 포기하다, 진작에 팽개치다, 진작에 내던지다",,,,,,,,,,
2108,書類,,"1. 서류. 2. 書類 しょるい , 文書 ぶんしょ·もんじょ , 書 か きつけ. 3. 서류 가방.",,,,,,,,,,
2109,必要ない,,1. 필요 없다. 2. 필요(함). (↔不要) 3. 없다.,,,,,,,,,,
2110,共に,,"1. 함께, 같이. 2. 동시에, 또. 3. 불구대천(不俱戴天).",,,,,,,,,,
2112,半ば,,"1. 절반, 반절, 반수, 반 (정도). 2. 복판, 중앙, 중간. 3. (일이 진행되고 있는) 도중, 중도, 한창일 때.",,,,,,,,,,
2115,望み,,"1. 희망. 2. 소망, 바라는 마음. 3. 가망, 가능성.",,,,,,,,,,
2118,個人,,"1. 개인 2. 個人 こじん . (↔단체) 3. 개인적. (↔公共的, 社会的)",,,,,,,,,,
2119,代表,,"1. 대표. 2. 代表 だいひょう . 3. A 대표, (축구에서) 국가 대표 팀. (=フル代表)",,,,,,,,,,
2120,治療,,"1. 치료. 2. 治療 ちりょう , 手当 てあて . 3. 치료비.",,,,,,,,,,
2122,直前,,"1. 직전. 2. 바로 앞. (↔直後) 3. 直前 ちょくぜん , 寸前 すんぜん .",,,,,,,,,,
2124,操作,,1. 조작. 2. 기계∙기구 등을 움직여 작동시키는 것. 3. 자신에게 유리하도록 처리∙운용하는 것.,,,,,,,,,,
2126,岩,,"1. 바위. 2. 암, 암석. 3. 큰 바위, 반석.",,,,,,,,,,
2128,やる気,,"1. …을 할 마음, 하고 싶은 기분. 2. 하고자 하는 마음으로 차 있음. 3. 할 마음이 생기다.",,,,,,,,,,
2129,感想,,"1. 감상, 마음에 떠오르는 느낌이나 생각. (=所感, 感懐) 2. 感想 かんそう , 所感 しょかん . 3. 감상록.",,,,,,,,,,
2134,礼,,"1. 예, 예의, 경의. 2. 인사, 절. 3. 감사의 뜻.",,,,,,,,,,
2137,容赦,,"1. 용서함. 2. 양보함, 형편을 참작함. 3. 容赦 ようしゃ .",,,,,,,,,,
2139,お客さん,,"1. 손님. 2. 속어 (어떤 조직·단체 등에서) 수준이 너무 낮아 적당히 별도 취급을 받는 사람. 3. 속어 (시합 등에서) 다루기 쉬운 상대, 이용하기 좋은 상대. (=かも)",,,,,,,,,,
2145,映像,,"1. 영상. 2. (영화나 TV 등의) 화상(畫像). 3. 머릿속에 떠오르는 사물의 모양, 이미지, 심상(心像).",,,,,,,,,,
2148,会議,,"1. 회의. 2. 모여서 의논함; 또, 그 모임. 3. 평의(評議)하는 기관.",,,,,,,,,,
2150,去年,,"1. 거년, 작년, 지난해. (=昨年) 2. 아어(雅語) 거년, 작년, 지난해. (=きょねん) 3. 去年 きょねん , 昨年 さくねん , こぞ[아어(雅語)], 去歳 きょさい ((*한문투의 말씨)). (=지난해)",,,,,,,,,,
2151,反省,,1. 반성. 2. 反省 はんせい . 3. 반성을 촉구하다.,,,,,,,,,,
2155,資料,,"1. 자료, (연구·조사 등의) 바탕이 되는 재료. (=データ) 2. 資料 しりょう , たね[속어], データ. 3. 자료로 쓰다.",,,,,,,,,,
